PSC;NAZEV;PLATI_OD;PLATI_DO
789 92;Jedlí;01.07.2011 00:00:00;30.09.2012 00:00:00
790 03;Jeseník 3;01.07.2011 00:00:00;30.09.2012 00:00:00
790 66;Skorošice;01.07.2011 00:00:00;30.09.2012 00:00:00
790 67;Vlčice u Jeseníku;01.07.2011 00:00:00;30.09.2012 00:00:00
790 68;Uhelná;01.07.2011 00:00:00;30.09.2012 00:00:00
790 83;Mikulovice u Jeseníku 3;01.07.2011 00:00:00;30.09.2012 00:00:00
790 85;Bělá pod Pradědem;01.07.2011 00:00:00;30.09.2012 00:00:00
792 03;Bruntál 3;01.07.2011 00:00:00;30.09.2012 00:00:00
793 13;Svobodné Heřmanice;01.07.2011 00:00:00;30.09.2012 00:00:00
793 14;Sosnová;01.07.2011 00:00:00;30.09.2012 00:00:00
793 22;Široká Niva;01.07.2011 00:00:00;30.09.2012 00:00:00
793 32;Andělská Hora;01.07.2011 00:00:00;30.09.2012 00:00:00
793 33;Staré Město u Bruntálu;01.07.2011 00:00:00;30.09.2012 00:00:00
793 35;VM Rudná pod Pradědem;01.07.2011 00:00:00;30.09.2012 00:00:00
793 41;Václavov u Bruntálu;01.07.2011 00:00:00;30.09.2012 00:00:00
793 43;Stará Ves u Rýmařova;01.07.2011 00:00:00;30.09.2012 00:00:00
793 57;Huzová;01.07.2011 00:00:00;30.09.2012 00:00:00
793 64;Razová;01.07.2011 00:00:00;30.09.2012 00:00:00
793 77;Biskupská kupa;01.07.2011 00:00:00;30.09.2012 00:00:00
793 81;Hošťálkovy u Krnova;01.07.2011 00:00:00;30.09.2012 00:00:00
793 94;Krasov;01.07.2011 00:00:00;30.09.2012 00:00:00
793 96;Liptaň;01.07.2011 00:00:00;30.09.2012 00:00:00
793 98;Bohušov;01.07.2011 00:00:00;30.09.2012 00:00:00
794 02;Krnov 2;01.07.2011 00:00:00;30.09.2012 00:00:00
796 02;Prostějov 2;01.07.2011 00:00:00;30.09.2012 00:00:00
796 08;Prostějov 8;01.07.2011 00:00:00;30.09.2012 00:00:00
798 01;Prostějov 9;01.07.2011 00:00:00;30.09.2012 00:00:00
